Country,1970-1974,1975-1979,1980-1984,1985-1988,1989-1992,1993-1996,1997-2000,2001-2004
Jamaica,2.55,0.91,-2.05,-1.29,1.49,2.3,0.95,0.01
Guinea,-2.64,-1.11,0.18,-1.35,-1.24,0.24,1.29,2.75
"Korea, Democratic People's Republic of",,,9.12,8.2,5.29,0.42,-2.57,-1.52
Italy,4.42,3.57,2.68,2.56,2.28,1.91,1.46,1.49
Cabo Verde,4.02,0.62,0.46,4.01,3.9,2.54,4.26,5.05
Mozambique,2.04,1.67,-0.04,-2.3,-0.42,0.81,0.29,2.57
Mexico,3.49,3.01,2.88,0.87,-0.46,0.17,1.37,1.11
El Salvador,1.98,1.77,-0.23,-1.5,-0.4,1.67,2.35,1.93
"Korea, Republic of",6.15,6.95,5.66,6.09,7.52,7.72,5.58,4.44
Suriname,,,2.69,0.85,-0.29,-3.9,0.67,4.22
Germany,,,2.03,1.88,2.15,2.2,1.85,1.27
Ukraine,,,,,,,,-1.25
Congo,3.09,4.34,6.67,4.83,0.73,-2.7,-2.96,-4.71
scg,,,,,,,-7.19,-0.41
Slovenia,,,,,,,1.77,3.64
Belgium,4.41,3.78,2.33,1.8,2.08,2.08,1.86,1.81
