Country,1800-1830,1831-1860,1861-1890,1891-1920,1921-1950,1951-1980,1981-2010,2011-2040,2041-2070,2071-2100
Sudan,425.25,425.25,425.25,419.51,353.67,168.58,114.84,51.9,25.3,13.69
Madagascar,437.13,437.13,437.13,431.22,387.23,218.46,129.79,40.31,15.12,8.56
Yemen,540.44,540.44,540.44,533.14,483.06,355.58,111.86,47.76,26.53,15.89
Qatar,433.13,433.13,433.13,427.28,357.11,95.17,17.7,5.95,3.33,2.29
Mauritius,427.86,427.86,279.93,300.17,236.58,90.31,22.21,12.6,7.19,4.95
Antigua and Barbuda,420.4,328.13,257.2,201.6,153.67,73.06,23.05,5.74,3.21,2.12
Montenegro,375.2,375.2,375.2,370.13,231.93,72.72,16.17,2.45,1.16,0.78
United Kingdom,314.94,270.66,244.17,188.89,81.51,23.58,8.16,3.75,1.99,1.14
Argentina,402.19,402.19,402.66,297.4,142.17,68.85,24.01,8.73,4.58,3.02
Philippines,431.79,431.79,431.79,439.23,305.52,98.92,49.35,24.69,14.45,9.74
Australia,390.99,390.99,211.06,129.64,55.55,22.4,7.89,3.16,1.63,0.79
Slovenia,360.97,360.97,360.97,356.1,173.3,23.64,8.51,1.91,0.93,0.52
Belgium,320.59,282.96,263.5,211.39,108.64,30.26,8.07,2.94,1.37,0.77
Congo,408.51,408.51,408.51,403.0,351.89,163.99,94.97,43.77,25.48,18.13
Hong Kong,,,,,94.89,42.64,6.16,1.84,1.08,0.68
Ukraine,360.97,360.97,360.97,356.1,261.24,48.58,18.81,7.14,3.16,1.79
Dominica,,,,,193.97,95.33,16.21,29.95,20.76,14.21
Guatemala,503.36,503.36,503.36,496.56,405.41,192.64,67.76,21.32,9.14,5.04
Eritrea,441.12,441.12,441.12,435.17,402.99,257.66,117.79,31.36,11.09,6.41
Chad,431.79,431.79,431.79,425.96,388.8,275.94,196.6,106.88,65.22,42.57
Myanmar,433.13,433.13,433.13,427.28,401.0,215.23,101.3,39.49,18.79,10.31
Malta,447.35,420.81,366.99,265.71,107.25,35.67,9.94,5.85,3.99,3.07
Uruguay,405.96,405.96,405.96,360.83,126.5,56.79,20.64,6.71,3.73,2.45
hos,,,,,177.5,122.22,46.62,16.36,8.77,5.46
Nigeria,438.46,438.46,438.46,432.54,401.09,302.05,188.71,103.15,60.84,40.64
Morocco,403.44,403.44,403.44,397.99,351.52,209.37,67.14,17.69,6.24,3.4
Serbia,374.0,374.0,335.63,240.81,168.5,86.59,21.97,4.68,2.18,1.26
Namibia,412.34,412.34,412.34,406.77,314.94,115.82,75.49,31.73,13.78,8.38
Cabo Verde,394.71,394.71,394.71,389.38,338.94,185.87,51.28,15.81,7.01,4.29
Haiti,486.24,485.92,485.6,478.15,419.25,260.76,129.11,55.3,28.13,16.45
