Country,1990-1991,1992-1993,1994-1995,1996-1997,1998-1999,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2010,2011-2011
Egypt,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Mauritania,0.2,0.25,0.35,0.45,0.5,0.6,0.65,0.7,0.7,0.85,1.1,1.1
India,0.1,0.15,0.25,0.3,0.4,0.4,0.4,0.38,0.36,0.32,,
Zambia,13.15,14.4,14.95,14.85,14.65,14.35,14.15,13.95,13.75,13.25,12.7,12.5
Fiji,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.1,0.1,0.08,0.06,0.1
Eritrea,0.35,0.7,1.0,1.15,1.2,1.2,1.1,1.0,0.9,0.75,0.7,0.6
Yemen,,,,,,,,,,0.2,0.2,0.2
Mauritius,0.08,0.1,0.1,0.15,0.25,0.35,0.45,0.65,0.75,0.95,1.0,1.0
Afghanistan,,,,,,,,,,0.06,0.06,0.06
Guinea-Bissau,0.3,0.5,0.8,1.1,1.5,1.9,2.2,2.35,2.45,2.4,2.4,2.5
Cuba,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.1,0.1,0.1,0.2,0.2
Myanmar,0.25,0.4,0.55,0.65,0.7,0.8,0.7,0.7,0.65,0.65,0.7,0.6
Romania,0.06,0.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Togo,0.7,1.4,2.25,3.0,3.45,3.6,3.55,3.45,3.3,3.4,3.5,3.4
Norway,0.06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Venezuela, Bolivarian Republic of",,,,,,,,,,0.5,0.5,0.5
Azerbaijan,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.1,0.1,0.1
Australia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.2,0.2
Mexico,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.2,0.2
Chile,0.06,0.1,0.1,0.1,0.2,0.25,0.3,0.3,0.4,0.45,0.5,0.5
Central African Republic,3.85,7.1,9.35,10.1,9.9,9.15,8.1,6.9,5.8,5.1,4.9,4.6
