Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Belarus,51.27,45.51,36.75,34.16,34.68,31.35,24.59,21.15,23.36,25.23
French Polynesia,84.3,86.59,76.35,63.98,59.35,55.31,45.97,38.85,35.38,31.85
Ukraine,40.77,37.44,33.23,32.15,32.11,29.46,23.1,20.31,21.67,23.02
Sint Maarten (Dutch part),73.24,63.95,55.36,44.3,35.79,36.96,35.12,31.78,26.93,15.59
South Sudan,75.25,80.38,83.55,86.58,88.14,93.87,92.85,82.16,80.66,86.51
Switzerland,36.75,36.57,32.64,26.63,25.22,26.07,24.73,22.63,22.14,22.77
Australia,48.57,45.79,41.22,36.25,32.95,31.93,30.17,28.56,28.51,28.27
Greece,40.0,39.11,38.31,34.61,28.47,23.57,21.31,21.72,22.47,22.1
Benin,73.02,81.99,86.92,88.99,89.66,88.7,86.21,83.13,80.51,78.53
"Korea, Democratic People's Republic of",62.74,70.46,63.45,47.86,38.9,38.42,36.48,32.73,28.82,27.28
Latvia,32.96,32.21,30.78,30.71,31.76,29.71,23.8,21.08,22.82,24.73
Aruba,77.44,66.43,49.87,42.41,40.69,36.57,31.8,29.96,27.34,25.06
Haiti,72.12,73.45,73.01,75.17,77.87,75.47,69.05,61.65,55.92,51.57
Burundi,86.7,86.62,88.52,90.51,100.83,103.67,92.47,85.81,91.18,90.88
Albania,80.09,78.85,67.25,56.84,52.69,50.39,43.37,33.51,27.05,24.37
Angola,82.68,93.05,90.87,88.2,90.95,91.96,89.82,88.58,88.44,86.63
