Country,1993-1994,1995-1996,1997-1998,1999-2000,2001-2002,2003-2003,2004-2004,2005-2005,2006-2006,2007-2007
Tokelau,0.0,34.0,,0.0,0.0,0.0,,0.0,0.0,0.0
Nicaragua,36.5,35.0,33.5,30.0,27.0,26.0,25.0,23.0,23.0,26.0
Bermuda,,1.5,0.0,0.0,0.0,,0.0,,3.0,
Burkina Faso,6.0,11.5,11.0,12.5,12.0,13.0,14.0,16.0,19.0,18.0
Switzerland,7.5,2.5,2.0,1.5,2.0,1.0,2.0,1.0,2.0,1.0
Türkiye,,5.5,5.5,6.0,3.0,8.0,8.0,10.0,11.0,10.0
Bulgaria,37.0,12.0,14.5,26.5,12.0,16.0,17.0,16.0,17.0,14.0
Guinea-Bissau,,77.5,55.0,45.5,62.0,64.0,77.0,71.0,63.0,
Russian Federation,20.0,27.0,28.0,17.0,18.5,20.0,21.0,23.0,23.0,23.0
Cayman Islands,7.0,0.0,2.5,8.5,1.0,0.0,2.0,,0.0,2.0
Hungary,15.5,9.0,6.5,5.0,5.0,5.0,6.0,4.0,4.0,4.0
New Zealand,2.5,2.0,2.5,2.0,2.0,3.0,3.0,2.0,2.0,2.0
Antigua and Barbuda,,3.0,,2.5,2.0,1.0,,7.0,5.0,2.0
Slovakia,12.5,14.5,5.5,4.5,4.0,4.0,3.0,3.0,3.0,3.0
Guyana,7.5,11.0,13.0,20.0,21.5,33.0,22.0,32.0,40.0,32.0
Côte d'Ivoire,50.0,56.5,59.0,55.0,62.5,64.0,67.0,67.0,68.0,73.0
Gambia,,64.5,68.0,64.0,70.0,68.0,64.0,70.0,73.0,72.0
Jamaica,2.5,3.5,3.5,3.5,2.5,3.0,3.0,2.0,2.0,3.0
Peru,150.0,123.0,111.5,92.5,80.5,69.0,68.0,68.0,70.0,64.0
Viet Nam,,58.5,68.5,68.0,69.0,68.0,70.0,65.0,65.0,62.0
Belgium,4.5,4.0,4.0,4.0,4.5,4.0,4.0,4.0,3.0,3.0
Haiti,,44.0,73.0,75.0,67.0,78.0,77.0,79.0,79.0,82.0
Honduras,41.0,36.5,36.0,47.5,49.0,33.0,30.0,30.0,29.0,28.0
Suriname,,9.0,7.0,8.0,8.5,8.0,8.0,11.0,14.0,
Nauru,20.0,,,30.0,20.0,10.0,,0.0,20.0,30.0
Thailand,36.0,32.0,17.5,27.0,43.5,46.0,45.0,47.0,46.0,45.0
Seychelles,3.0,11.0,14.0,13.0,13.0,6.0,15.0,9.0,,
Latvia,18.0,21.5,27.0,26.0,27.5,28.0,25.0,23.0,22.0,21.0
Israel,2.5,3.0,4.0,1.5,3.0,2.0,1.0,1.0,1.0,2.0
