Country,1990-1993,1994-1997,1998-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Bahrain,10.53,10.33,10.37,11.49,12.37,11.54,10.35,9.86,9.94
Slovakia,17.75,18.39,18.96,17.28,17.13,18.24,18.91,18.85,18.72
Djibouti,8.32,8.27,8.46,8.62,8.98,9.1,9.34,9.44,9.88
Saint Kitts and Nevis,14.12,14.19,14.36,14.08,13.93,14.0,13.99,14.21,14.26
"Tanzania, United Republic of",6.98,6.83,6.86,6.93,7.25,7.59,8.04,8.31,8.67
"Virgin Islands, U.S.",19.71,20.76,20.8,21.01,21.36,21.83,21.72,21.0,20.38
Brazil,10.0,10.57,11.08,11.42,11.27,11.21,11.08,10.88,10.59
Argentina,17.3,17.74,19.13,19.11,18.55,18.06,17.91,18.06,18.79
Andorra,13.38,12.57,11.78,11.39,11.25,11.2,11.28,11.53,11.53
Hungary,25.27,25.79,26.29,25.34,24.62,23.45,22.08,20.72,20.53
Liberia,5.78,5.01,4.79,5.35,5.62,5.97,6.3,6.35,6.33
Kenya,5.5,5.38,5.39,6.02,6.68,7.17,7.57,7.74,7.96
Netherlands,20.0,19.66,19.28,18.04,18.58,18.92,18.92,18.41,18.43
Nicaragua,6.14,7.59,8.34,9.36,9.84,10.23,10.23,10.37,10.29
Haiti,10.33,10.21,10.36,10.88,11.15,11.08,11.21,11.2,11.14
Peru,8.18,9.02,9.67,10.3,9.75,10.26,10.36,9.78,9.68
Mozambique,4.86,4.86,5.08,5.22,5.61,6.18,6.72,7.09,7.32
Cameroon,7.63,7.49,7.7,7.99,8.22,8.41,8.68,8.79,8.84
Guinea-Bissau,6.18,6.37,6.52,6.84,7.1,7.29,7.44,7.58,7.68
Botswana,9.72,10.3,11.18,12.28,11.97,12.65,13.24,13.49,13.49
Côte d'Ivoire,6.54,6.55,6.96,7.26,7.26,7.31,7.51,7.72,7.86
Congo,9.64,9.97,9.59,9.27,9.63,9.85,10.16,10.38,10.3
Indonesia,9.32,10.41,11.34,11.82,12.29,12.72,13.13,13.43,13.75
Eswatini,8.62,8.92,10.01,11.36,11.69,11.4,10.99,10.78,10.59
Central African Republic,5.89,5.8,5.71,5.66,5.6,5.57,5.68,5.42,5.24
Algeria,7.13,7.2,7.33,7.51,7.76,8.01,8.09,8.06,8.06
