Country,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017
Lebanon,,,,,,,
Brunei Darussalam,,,,97.22,96.99,96.53,96.42
Sao Tome and Principe,80.06,96.76,93.91,90.89,88.51,88.76,93.97
"Tanzania, United Republic of",53.88,80.34,93.94,95.86,86.26,83.32,84.56
Austria,90.6,87.85,88.09,87.55,88.02,88.68,88.76
Chad,51.21,56.83,,,70.26,79.36,73.47
Solomon Islands,,,78.82,,70.55,70.41,
Syrian Arab Republic,96.97,98.36,99.07,98.98,72.25,,
Gibraltar,,,,,,,99.7
Aruba,97.63,94.72,98.52,98.01,,99.29,
Somalia,,,,,,,
Suriname,,,83.24,89.95,88.16,88.43,88.27
San Marino,85.06,93.89,,,,,
"Moldova, Republic of",94.07,96.41,91.34,90.2,90.56,89.98,89.87
Mauritius,92.91,94.15,96.19,96.59,95.54,96.4,95.76
Nepal,68.99,80.19,,,99.62,98.67,97.4
Belgium,99.17,97.76,96.51,97.71,97.89,98.18,98.89
"Micronesia, Federated States of",,,,,,85.46,
Bhutan,57.6,,72.27,84.36,90.46,90.13,89.71
Malta,,,,,99.48,98.96,99.01
Cyprus,97.87,98.63,99.51,99.13,98.32,97.48,97.43
Afghanistan,,,,,,,
Canada,99.92,,,,99.44,99.49,99.96
Hungary,97.67,96.52,96.5,97.26,96.52,96.67,96.69
Argentina,99.47,99.34,99.51,99.39,99.31,99.8,99.47
Ghana,63.4,66.16,73.79,83.87,91.62,,85.74
Armenia,,86.33,92.64,,96.05,93.58,92.41
Lao People's Democratic Republic,75.39,78.53,82.99,90.75,94.96,95.72,93.24
Fiji,95.7,99.24,99.37,99.22,99.15,99.12,99.44
Gambia,65.6,64.41,67.73,67.27,69.21,72.87,78.9
