Country,1999-2001,2002-2004,2005-2007,2008-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Niger,14.44,17.68,25.89,31.66,38.77,48.21,64.19,57.45,60.16,53.86
Luxembourg,,,,89.59,85.01,84.29,82.09,79.23,79.24,79.04
Ireland,96.38,95.72,95.55,,,100.05,99.87,98.31,101.15,99.21
Estonia,98.88,104.13,102.11,100.86,99.11,98.49,97.2,96.4,96.55,98.23
Poland,,,,96.88,96.68,96.17,100.6,100.33,94.29,97.0
Uruguay,99.31,96.83,99.04,102.25,101.0,100.78,101.53,102.39,101.14,100.42
Ethiopia,16.07,24.43,39.01,50.37,50.91,52.72,55.47,60.0,61.99,62.1
Cambodia,42.77,67.05,95.68,94.43,91.56,92.92,90.7,88.7,95.34,96.35
Guinea,19.79,30.62,46.58,46.04,54.34,56.99,54.0,48.52,51.71,56.37
Kenya,,84.31,86.53,,,99.81,102.27,,,
Israel,,97.27,95.42,96.61,97.72,95.56,97.25,97.48,96.86,95.22
Rwanda,22.0,36.98,,67.04,74.93,68.72,68.58,85.83,99.43,94.38
Brunei Darussalam,99.44,105.21,105.31,105.24,106.26,101.09,102.08,102.58,98.01,
Myanmar,76.72,81.17,94.51,96.07,,,,105.0,,
"Virgin Islands, British",,107.59,103.1,94.27,92.18,100.48,98.1,84.0,72.99,
Finland,99.45,99.01,99.09,99.07,99.02,99.0,99.33,99.4,99.14,98.78
