Country,1991-1994,1995-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Senegal,3847.21,3847.26,4171.28,4364.3,4831.95,5125.98,5292.2,5744.26,6345.23
Lebanon,18194.99,20240.54,19696.45,18797.1,19089.54,22775.36,22327.15,20507.33,18773.37
Kyrgyzstan,2098.32,1508.21,1685.89,1863.65,1898.72,2167.61,2306.47,2602.02,2931.38
Uruguay,18542.35,20628.98,21705.86,20371.18,21858.05,24051.91,27201.77,29443.94,31308.68
Haiti,2274.23,2131.75,2159.13,2044.89,2011.04,1955.92,1921.23,1923.06,1849.48
Bulgaria,10335.78,11058.78,11391.97,13036.49,14582.53,15650.23,17525.18,18223.44,19107.91
Croatia,19804.67,23377.94,28073.76,32158.79,35238.93,35293.0,37227.44,37514.9,38989.34
Estonia,15685.51,18438.77,23546.03,28453.41,33838.98,33510.97,35339.23,36352.34,39437.27
Myanmar,446.8,541.34,703.02,983.32,1414.99,1914.9,2340.76,2860.78,3458.33
Somalia,664.39,538.0,536.86,544.94,545.46,549.22,542.46,529.46,512.76
Sao Tome and Principe,3341.52,3285.21,3231.75,3376.08,3683.67,3812.23,3949.25,4292.13,4470.56
Türkiye,21423.26,23807.38,24804.53,28465.91,34543.96,34423.6,36898.25,40396.7,42741.27
Luxembourg,173127.86,192493.91,219730.96,236593.8,250625.1,239159.33,229239.18,234913.86,236143.24
Canada,71811.83,76375.31,79731.93,82649.76,89685.97,91846.5,94451.07,97202.58,99197.87
"Korea, Democratic People's Republic of",1426.94,1136.62,1117.33,1148.47,1164.8,1143.14,1128.36,1129.61,1072.23
Uzbekistan,2790.44,2543.65,2723.89,2775.6,3093.08,3687.73,4333.14,5103.05,5791.46
Turkmenistan,8129.57,5851.2,6797.83,6777.05,8319.61,10577.01,13839.61,17197.08,19834.62
"Taiwan, Province of China",30498.81,37726.3,44041.66,48469.95,54154.44,57823.78,62155.22,65645.06,69271.99
Guyana,5239.0,6811.45,7489.54,7856.81,8088.94,8876.08,9992.94,10982.94,11812.7
Chad,1387.48,1326.31,1314.63,1681.51,2266.33,2321.18,2495.08,2558.2,2219.48
Paraguay,9787.5,10289.38,9247.53,8517.69,8607.31,9299.56,9791.85,10745.92,11133.47
Guinea,1647.2,1786.45,1881.97,1972.24,2011.08,2065.69,2200.45,2342.23,2704.68
Djibouti,4594.46,3769.92,3447.17,3461.11,3562.11,3690.62,3986.05,4510.34,5168.47
China,1650.59,2406.14,3089.83,3968.91,5407.95,7329.76,9431.65,11590.9,14115.32
Eritrea,1092.54,1638.2,1644.75,1478.9,1305.87,1134.34,1198.26,1270.66,1169.93
Central African Republic,1118.26,1102.87,1103.09,1078.29,1095.47,1199.21,1182.66,905.68,981.65
