Country,2004-2004,2005-2005,2007-2007,2008-2008,2009-2009,2010-2010,2011-2011,2012-2012,2013-2013,2014-2014,2015-2015,2016-2016
Peru,10.61,10.05,10.22,10.45,11.38,10.65,9.16,10.53,10.24,12.78,13.89,13.93
New Zealand,,,,,,,,,21.67,21.19,20.84,21.11
Nicaragua,,2.98,,,,7.43,,,,,,
Monaco,6.2,,,,6.17,5.9,9.63,12.41,8.47,5.08,,4.95
United States,,,,,,24.29,23.89,22.77,22.59,22.36,21.68,22.13
Germany,,,21.09,21.08,23.86,23.88,22.84,23.05,23.19,23.19,23.0,22.96
South Africa,18.97,16.98,16.96,15.44,17.27,19.38,21.44,21.08,,,19.08,
Dominica,,,12.51,14.93,13.82,15.22,,,,,18.78,
Pakistan,,,,,,,,,10.87,13.95,16.02,
Türkiye,,,,,,,,11.75,11.77,11.23,11.57,13.51
Panama,11.96,,14.49,,,,9.19,,,,,
Ecuador,,,,,4.38,4.27,4.59,4.46,5.08,4.94,5.08,5.29
"Virgin Islands, British",12.68,11.68,15.51,,17.97,17.77,,,,,14.06,
Algeria,,,,,,,,,,,,
Argentina,12.94,16.11,17.83,19.2,22.23,19.27,20.65,20.76,21.62,21.32,22.87,21.59
Spain,23.21,22.89,23.7,25.38,27.61,26.05,25.89,21.01,18.5,18.22,18.5,18.88
Guinea,,,,4.06,,,8.01,6.83,,8.25,,
Eswatini,24.88,34.33,,27.92,,27.64,30.28,,,28.23,,
Mauritius,17.18,17.0,,14.29,14.12,18.41,16.02,18.15,19.19,28.73,30.68,31.33
