Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020,2021-2022
Panama,16.35,18.28,18.21,17.22,17.35,18.81,18.87,19.49,18.55,18.66,18.09,16.76
Lao People's Democratic Republic,3.12,3.55,4.25,5.02,5.92,7.01,8.26,9.01,9.44,9.42,8.28,7.46
Bhutan,5.55,5.59,5.63,6.4,7.26,6.83,7.17,9.95,10.14,12.37,15.15,15.42
Eritrea,7.92,8.36,8.74,8.87,8.93,8.85,8.85,8.91,8.77,8.72,8.86,9.0
Iceland,26.06,24.59,24.82,22.52,22.23,21.48,18.83,18.43,17.65,17.14,17.71,18.45
"Iran, Islamic Republic of",31.29,31.06,30.8,31.27,32.11,32.73,33.14,33.85,32.56,32.38,32.91,34.19
"Korea, Republic of",35.24,33.24,28.97,27.57,26.99,25.56,24.58,24.61,25.29,25.24,24.61,24.53
Burkina Faso,3.35,3.45,3.88,4.35,5.0,5.59,5.87,6.15,6.37,6.58,6.77,6.98
Ecuador,24.75,22.1,22.29,21.61,18.1,18.66,18.42,18.85,19.14,18.54,16.55,17.09
Samoa,10.66,10.95,11.47,12.6,13.7,14.31,14.45,14.92,15.3,15.45,15.96,16.26
Belize,18.15,17.56,17.74,17.48,17.75,17.19,15.83,15.66,15.56,16.59,17.44,19.41
Hungary,34.88,32.93,34.12,34.11,32.94,32.35,30.9,30.06,30.38,31.97,32.0,31.4
France,27.94,26.76,26.39,25.9,24.01,23.39,22.38,21.21,20.33,20.32,20.18,19.32
Yemen,11.54,10.95,10.93,13.2,16.1,17.58,18.17,15.35,12.33,11.3,11.33,11.68
Oman,7.52,7.64,9.36,12.46,16.98,23.65,34.95,37.44,39.21,44.83,46.62,46.94
Switzerland,27.96,26.69,24.86,24.3,22.53,22.59,22.08,21.46,20.64,20.45,20.42,20.29
United Kingdom,29.92,27.54,26.45,24.57,22.62,22.09,19.33,18.97,18.57,18.19,18.15,18.13
Papua New Guinea,3.28,3.45,3.53,3.87,4.73,5.99,7.47,8.64,9.54,10.24,10.88,11.43
Nepal,8.8,10.01,11.6,11.7,10.97,13.75,14.9,15.31,15.7,16.22,16.91,17.35
chanisl,26.43,26.01,25.48,24.76,23.93,22.87,21.4,20.38,19.66,18.98,18.44,18.3
Paraguay,18.47,18.53,18.86,16.42,16.14,18.06,18.24,19.06,19.67,19.34,18.61,19.12
Guam,12.65,12.59,12.54,12.83,13.58,14.17,14.74,14.61,14.27,13.9,13.73,13.43
Cameroon,9.49,9.29,9.42,9.82,10.52,11.21,12.25,13.6,14.44,14.75,15.01,15.32
"Bolivia, Plurinational State of",18.85,19.06,19.04,17.35,20.14,19.07,19.1,18.39,20.91,19.86,19.39,20.49
