Country,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Namibia,,,20.75,21.56,22.37,28.97,,17.5,,,,
Costa Rica,6.0,6.01,10.07,9.83,9.27,9.28,8.48,9.59,11.84,18.18,16.15,10.99
Trinidad and Tobago,,,4.47,4.09,2.87,3.93,,,4.18,5.08,5.1,5.12
Thailand,0.91,,0.51,0.36,0.48,0.55,0.65,0.61,0.55,0.89,0.95,0.56
Madagascar,,,,0.42,1.14,,,,,,,
Mauritius,8.47,6.96,7.36,6.59,6.08,4.83,4.17,3.87,5.6,8.91,8.06,6.15
Oman,,3.31,,,,3.28,,,,,0.37,
Mauritania,,,,17.46,,,15.78,,20.07,,,
Ethiopia,,,,3.2,,,,,,,,
Cuba,2.45,2.27,2.97,,,,,,,,,
"Micronesia, Federated States of",,,,,9.6,,,,,,,
Kazakhstan,,8.01,7.29,6.91,,,6.7,,,,,
Colombia,8.48,9.14,8.6,7.59,6.76,6.53,6.62,6.72,7.96,,10.69,9.95
Senegal,,,4.66,,8.4,6.22,5.32,,3.34,,,4.01
Tonga,,,,,,,,2.4,,,1.99,
Tuvalu,,,,,,8.07,35.59,,,,,11.65
Hungary,17.15,21.04,25.02,24.25,17.88,13.15,11.08,10.26,9.66,10.92,11.0,11.62
Seychelles,,,,,3.9,1.15,2.3,,,,,
South Sudan,,10.05,,,,,,,,,,
San Marino,,3.73,3.55,,,4.46,,,,,,4.12
