Country,2000-2003,2004-2007,2008-2011,2012-2014,2015-2017,2018-2020
Equatorial Guinea,46.75,70.5,83.25,100.33,101.33,96.67
Sweden,9825.0,11000.0,12000.0,12000.0,13000.0,13000.0
El Salvador,710.0,1022.5,1175.0,1066.67,1046.67,1133.33
Nicaragua,167.5,217.5,317.5,386.67,470.0,480.0
Denmark,7175.0,8250.0,8550.0,12366.67,10333.33,12000.0
Barbados,1225.0,1425.0,1100.0,1133.33,1200.0,1433.33
Panama,510.0,645.0,670.0,700.0,740.0,843.33
France,6225.0,6200.0,5050.0,5400.0,7566.67,7366.67
Belarus,4775.0,9400.0,22250.0,34666.67,44666.67,65333.33
Uruguay,2025.0,2400.0,2650.0,2866.67,3066.67,3333.33
Finland,7900.0,8025.0,8175.0,8033.33,8400.0,8800.0
Spain,14500.0,16500.0,18000.0,17666.67,18333.33,25333.33
Algeria,270.0,280.0,297.5,346.67,330.0,410.0
"Moldova, Republic of",1775.0,2300.0,3075.0,3133.33,3133.33,4266.67
Argentina,495.0,620.0,750.0,953.33,1033.33,1333.33
Guatemala,145.0,167.5,207.5,256.67,296.67,343.33
Morocco,160.0,197.5,262.5,340.0,463.33,546.67
Congo,33.75,43.0,50.5,53.33,60.0,73.33
Croatia,6650.0,7925.0,8825.0,11666.67,12666.67,15333.33
Paraguay,202.5,260.0,315.0,450.0,486.67,516.67
Japan,9000.0,10700.0,12500.0,14000.0,14666.67,19666.67
Indonesia,130.0,140.0,160.0,213.33,220.0,273.33
Gabon,91.0,94.75,115.0,120.0,113.33,116.67
Uganda,33.25,36.75,42.25,51.33,56.67,65.33
Sudan,31.0,40.0,48.75,62.67,67.0,71.0
