Country,1990-1995,1996-2001,2002-2007,2008-2012,2013-2017,2018-2022
Gambia,875.0,2250.0,2450.0,2240.0,2020.0,1660.0
Kenya,213333.33,140000.0,98833.33,68600.0,44200.0,26600.0
Madagascar,116.67,511.67,1578.33,3540.0,6120.0,8400.0
Chile,1250.0,2350.0,1683.33,2980.0,4080.0,4640.0
Belgium,538.33,601.67,710.0,742.0,568.0,500.0
Barbados,333.33,300.0,200.0,120.0,100.0,100.0
Bangladesh,100.0,351.67,885.0,1060.0,1380.0,1280.0
Cabo Verde,200.0,350.0,400.0,200.0,320.0,260.0
Mauritania,698.33,1100.0,898.33,524.0,500.0,504.0
Eswatini,13833.33,19833.33,17333.33,15000.0,11300.0,5680.0
Poland,570.0,828.33,646.67,764.0,984.0,1225.0
Jordan,100.0,100.0,100.0,100.0,100.0,100.0
Egypt,100.0,233.33,535.0,1114.0,2340.0,4180.0
Philippines,100.0,300.0,1041.67,4420.0,10060.0,18800.0
Cyprus,100.0,100.0,100.0,100.0,100.0,100.0
"Iran, Islamic Republic of",578.33,3166.67,7083.33,3780.0,2320.0,2400.0
Dominican Republic,8633.33,9033.33,5866.67,4300.0,3660.0,4320.0
Fiji,100.0,100.0,100.0,100.0,200.0,440.0
