Country,1980-1983,1984-1987,1988-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2018,2019-2021
Mauritania,9.95,8.48,10.22,14.87,11.26,12.78,33.42,52.94,97.56,79.92,88.46
Liberia,27.0,17.99,15.77,21.93,31.93,18.44,23.9,46.21,86.51,69.82,71.38
Uzbekistan,,,,24.0,33.36,23.12,38.78,81.72,110.29,118.31,190.62
Finland,,,,48.77,52.98,59.46,108.1,126.48,120.49,115.87,125.74
"Korea, Republic of",5.66,7.7,15.16,23.08,29.09,36.23,65.98,97.82,114.39,108.43,121.12
Argentina,12.32,7.83,8.97,30.35,46.13,28.36,53.98,94.41,111.43,104.24,85.63
Niger,24.09,17.01,19.01,19.76,21.55,24.01,47.96,108.37,102.33,100.35,126.23
Greece,,,,55.36,61.95,75.79,133.24,158.39,125.31,116.97,138.32
Lesotho,22.93,20.02,33.33,47.03,51.17,43.67,76.22,105.78,112.42,102.01,98.11
China,1.23,2.32,3.45,6.43,8.74,17.51,44.19,78.57,110.25,110.49,135.61
Peru,6.67,5.78,7.57,14.08,20.8,20.2,38.42,78.8,109.75,104.95,113.64
"Virgin Islands, British",,,,65.4,85.94,101.12,143.12,155.0,140.0,133.33,118.07
Russian Federation,,,,32.43,30.78,30.52,79.08,136.79,152.53,117.21,137.73
Bulgaria,,,,19.38,17.49,27.95,73.49,101.47,112.03,115.24,135.72
Benin,16.16,13.23,10.15,22.71,27.54,27.85,50.54,83.34,114.59,139.81,153.85
Eritrea,,,,46.35,51.39,45.71,48.41,68.66,101.96,99.59,107.19
Kenya,10.94,9.72,12.92,13.51,19.04,20.61,41.35,74.88,104.3,99.78,109.05
Costa Rica,7.11,7.25,10.74,21.25,33.63,42.72,65.43,86.88,106.77,103.53,109.06
Ukraine,,,,41.27,40.82,46.46,113.81,182.94,168.84,129.76,166.74
Angola,6.25,6.1,6.81,7.7,11.87,18.68,44.25,97.3,120.0,69.75,57.13
Zimbabwe,25.49,17.14,28.15,37.56,48.46,29.07,40.72,86.57,108.53,92.46,93.66
French Polynesia,31.84,39.38,51.04,55.17,63.84,80.31,110.38,121.29,111.31,117.01,126.36
Solomon Islands,17.41,16.89,22.25,29.09,29.36,18.4,43.84,78.84,106.7,116.42,116.71
Belgium,,,,43.92,44.17,52.53,91.04,111.69,114.5,110.41,118.64
New Zealand,,,,38.18,38.34,41.6,72.99,87.31,107.35,109.43,117.97
Brazil,12.04,8.55,11.28,19.53,32.37,30.15,51.15,104.07,125.92,93.08,109.75
Indonesia,,,,,,29.57,53.32,93.57,122.5,112.43,118.89
American Samoa,27.91,45.86,53.64,66.58,72.18,78.08,78.49,64.97,79.99,93.93,104.66
Palau,,,,34.59,48.2,68.51,73.8,75.89,104.07,113.39,110.48
