Country,1977-1984,1985-1992,1993-2000,2001-2008,2009-2016,2017-2023
Nauru,,,,11763424.5,22254490.1,39845393.19
Sierra Leone,38247736.29,9685236.74,56228148.11,128042761.15,429782120.39,421262446.83
Yemen,,,,1639419165.5,3752214060.21,
New Caledonia,,,,679496203.63,832619507.07,
French Polynesia,,,,812613582.0,970957959.17,
Japan,,,6231422016.04,7675166644.51,14371168428.95,27941207326.31
Liberia,2031089.88,2003659.39,,1007613241.16,1236301183.16,672269803.17
"Micronesia, Federated States of",,,,,121394316.67,
Ghana,95038653.88,353700000.0,583850000.0,1605716750.0,2697900008.72,4019905398.17
Gambia,28385150.13,45667847.9,45578763.21,97197735.94,153981720.0,375890321.97
Afghanistan,132050000.0,275540000.0,,1811890621.14,3159212992.33,2629774462.37
Ukraine,,,755714285.71,2922500000.0,4153125000.0,11784285714.29
Brunei Darussalam,,,,,37641378.02,46634483.9
Singapore,94481447.35,123676274.07,957441092.58,2945351077.82,8255338620.76,19056792099.08
Cyprus,46586219.16,106541554.85,110402895.75,560840559.24,543093955.42,676348049.22
Comoros,23760490.99,46246584.25,50280341.82,89007023.8,202487953.19,271115982.4
Philippines,415125000.0,673125000.0,2303125000.0,11135029561.27,21083069747.82,29351122612.23
Kiribati,15757597.46,10681617.63,10932422.08,28305270.55,41021932.09,58943594.35
