Country,1996-2000,2001-2005,2006-2009,2010-2013,2014-2017,2018-2021
Guinea,6.02,10.61,13.68,13.87,15.88,15.89
Saint Vincent and the Grenadines,13.97,12.75,12.89,10.52,13.41,14.8
"Venezuela, Bolivarian Republic of",13.84,14.08,17.87,19.29,17.56,21.99
Fiji,,10.19,9.15,14.22,17.65,35.47
Nauru,,,,,11.85,15.73
Sudan,4.34,25.45,16.08,14.71,14.95,25.0
Kenya,18.61,14.25,10.37,15.11,15.88,25.02
Colombia,12.72,12.92,13.29,9.74,9.95,13.37
Hungary,7.13,4.33,2.89,2.4,2.86,2.59
Saudi Arabia,15.16,8.47,3.0,3.59,5.69,5.77
Kuwait,,4.03,3.28,3.42,5.01,7.66
Afghanistan,,3.11,4.64,4.86,,5.02
Sierra Leone,,18.88,18.05,12.57,,17.9
Lesotho,,7.88,8.22,10.03,9.9,23.15
Algeria,13.66,11.14,10.44,,11.88,11.69
Philippines,9.25,5.88,6.28,5.59,5.36,9.25
Azerbaijan,,5.76,7.44,8.78,6.44,22.42
Botswana,,10.0,7.42,6.32,7.6,17.97
Palau,,0.72,0.72,8.24,28.85,115.81
Burundi,,22.75,22.24,29.9,17.41,38.47
Turkmenistan,0.0,12.6,,,,
Barbados,20.69,38.41,26.84,14.87,,28.24
Tuvalu,,,,8.25,7.24,
