Country,1971-1979,1980-1988,1989-1998,1999-2006,2007-2014,2015-2022
Antigua and Barbuda,,,,,17.84,
Ukraine,40.49,45.45,44.64,58.96,81.8,78.61
Saint Lucia,2.37,2.54,11.8,12.65,14.28,17.35
Guinea,3.25,2.38,1.1,3.62,9.99,7.54
France,23.07,28.35,45.32,52.23,56.0,67.1
Argentina,21.79,29.38,41.14,60.62,74.6,93.15
Bangladesh,2.44,4.4,4.08,6.12,11.72,20.35
Papua New Guinea,2.5,1.71,2.91,1.95,,
Mauritania,0.4,2.57,3.24,3.33,4.68,5.58
"Korea, Republic of",8.28,25.96,44.18,84.18,100.04,96.14
Greece,18.78,23.18,35.58,70.02,108.61,138.95
Morocco,2.31,7.18,10.42,10.77,16.83,37.17
Luxembourg,1.61,2.62,6.75,10.63,16.0,19.9
Seychelles,,,,,3.16,14.86
Monaco,,,,,,53.36
