Country,1950-1971,1972-1993,1994-2015,2016-2037,2038-2058,2059-2079,2080-2100
France,24.11,23.14,26.86,25.66,24.09,23.17,22.76
Latvia,21.69,24.57,26.95,28.96,25.29,26.19,24.1
Sudan,11.8,11.18,11.99,14.37,18.2,21.9,23.96
Israel,21.32,16.76,20.35,21.24,21.43,23.32,23.41
Sao Tome and Principe,14.28,13.05,11.26,16.07,18.05,22.94,24.95
Botswana,11.86,11.35,12.55,19.99,24.0,26.66,26.98
Zimbabwe,12.3,10.42,10.15,13.09,18.26,23.61,25.59
Morocco,12.59,13.45,17.77,23.67,25.09,25.76,24.24
Malta,19.12,21.51,27.57,29.91,29.22,22.37,22.29
Madagascar,15.89,11.72,12.38,15.21,19.37,22.62,24.46
Ethiopia,13.44,12.78,11.74,14.11,19.79,23.44,25.05
South Africa,15.39,13.71,15.31,22.0,25.2,26.71,26.62
Palau,12.78,14.3,26.59,29.13,24.63,27.04,26.75
Bosnia and Herzegovina,14.96,20.8,26.52,29.34,27.57,24.96,23.51
Congo,14.49,12.0,12.38,15.85,17.83,22.02,24.0
Guadeloupe,15.41,16.69,25.17,20.24,23.24,23.17,22.52
Lao People's Democratic Republic,14.91,12.9,13.9,20.09,25.81,26.74,25.94
"Venezuela, Bolivarian Republic of",13.0,13.24,18.0,22.01,25.31,26.1,25.38
Cyprus,18.43,19.17,23.88,29.81,27.75,24.42,23.57
Timor-Leste,14.16,14.13,13.98,15.52,24.04,26.4,25.68
Solomon Islands,13.49,12.19,12.88,15.93,18.26,21.97,23.73
Chile,15.24,17.57,22.93,27.27,27.03,24.12,22.8
"Korea, Democratic People's Republic of",10.91,16.98,24.23,27.74,26.55,25.78,24.58
Lesotho,12.46,14.84,12.96,17.27,21.29,24.26,26.11
Zambia,12.39,9.74,8.61,13.55,17.6,21.63,23.93
Lithuania,19.48,22.66,26.38,28.81,25.41,24.92,23.34
