Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020
Türkiye,15.66,15.22,14.76,14.35,13.84,13.45,13.18,12.95
Tunisia,7.83,7.89,7.96,8.04,8.12,8.17,8.19,8.23
Austria,6.94,6.87,6.8,6.74,6.65,6.53,6.43,6.33
France,7.57,7.59,7.56,7.54,7.53,7.51,7.47,7.44
"Venezuela, Bolivarian Republic of",8.75,8.85,8.9,8.94,9.0,9.08,9.18,9.28
Suriname,14.32,14.69,15.05,15.43,15.78,16.05,16.24,16.42
Japan,11.18,11.09,11.02,11.03,11.06,11.11,11.18,11.28
Algeria,6.8,6.79,6.81,6.87,6.96,7.04,7.11,7.18
Kenya,11.63,11.35,11.08,10.87,10.7,10.51,10.27,10.03
Côte d'Ivoire,19.4,19.37,19.33,19.25,19.01,18.7,18.48,18.32
Angola,17.24,16.67,16.18,15.86,15.61,15.52,15.54,15.53
Central African Republic,15.3,15.44,15.57,15.68,16.08,16.37,16.35,16.35
Togo,15.73,15.64,15.57,15.29,14.95,14.68,14.49,14.32
Belarus,5.28,5.18,5.07,5.02,5.04,5.09,5.11,5.12
Namibia,16.42,16.3,16.2,16.07,15.81,15.66,15.62,15.59
New Zealand,6.16,6.1,6.07,6.05,6.0,5.95,5.9,5.87
Eswatini,11.03,10.88,10.74,10.67,10.55,10.43,10.33,10.23
Rwanda,9.04,8.95,9.0,9.19,9.32,9.36,9.37,9.39
Albania,5.72,5.85,5.95,5.98,5.96,5.95,5.95,5.98
Antigua and Barbuda,14.14,14.4,14.67,14.94,15.14,15.26,15.33,15.36
Cameroon,13.28,13.17,13.05,12.95,12.82,12.7,12.61,12.53
Bangladesh,25.6,25.31,24.86,24.49,24.17,23.77,23.38,23.1
"Bolivia, Plurinational State of",8.85,8.75,8.57,8.41,8.25,8.12,8.03,7.95
Papua New Guinea,18.09,18.34,18.58,18.84,19.07,19.23,19.31,19.37
