Country,1960-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Estonia,,,,,7552.83,9506.46,14957.64,16504.87,20271.85
Pakistan,478.9,619.68,701.32,854.66,996.1,1048.73,1224.26,1362.78,1624.65
Angola,,,2661.56,2517.96,1989.91,1935.75,2685.01,3178.89,2557.07
Mozambique,,,253.56,192.4,217.46,288.42,418.96,556.17,598.61
Tajikistan,,,,1416.67,906.23,418.68,651.2,894.61,1232.3
Bulgaria,,,3509.61,4116.18,4127.49,3892.35,5581.12,6810.27,8518.65
Canada,17509.91,22169.71,26498.9,29452.61,31533.93,36140.49,40942.77,42738.37,44384.05
Uzbekistan,,,,1518.25,1366.6,1244.49,1689.28,2491.29,3258.78
Uganda,,,,347.89,389.22,502.33,652.04,832.95,917.09
Burundi,276.19,332.66,365.96,396.45,420.28,318.34,299.19,297.67,267.76
Togo,584.7,762.33,822.52,737.93,669.61,711.55,655.15,724.9,847.63
Solomon Islands,,,2196.28,1914.16,2050.01,1979.02,1772.39,2136.61,2139.75
Maldives,,1546.3,1706.44,3083.95,4742.21,6608.68,8333.95,9191.38,10111.57
Greenland,,17679.09,23739.24,26225.85,26575.29,29664.43,38367.07,44261.47,47687.17
Netherlands,16031.95,21932.89,25529.37,27194.39,31903.09,38541.8,43305.0,44744.6,48447.37
Viet Nam,,,,602.72,757.89,1136.66,1661.79,2358.44,3359.84
Philippines,1194.53,1411.98,1751.41,1692.57,1698.35,1820.16,2145.9,2733.76,3433.95
Bahrain,,17680.28,20525.68,17226.51,19166.91,21189.79,21911.73,22503.19,23475.31
Sri Lanka,673.98,782.95,938.47,1175.92,1431.18,1884.86,2481.19,3634.47,4282.33
Belize,1677.42,2088.47,2826.21,3093.18,4660.76,5315.14,6262.36,5922.16,5798.09
Denmark,21065.82,27612.69,30926.56,36409.46,40575.18,47453.26,51950.53,52347.49,57962.7
Norway,21964.94,28271.5,37121.27,45857.32,53107.24,66057.16,73550.93,73807.21,77258.18
