Country,1960-1969,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2023
Latvia,5.66,7.3,6.84,5.95,6.61,6.87,6.52
Cabo Verde,3.83,3.57,3.32,2.47,3.18,4.71,4.71
Zimbabwe,3.46,2.98,2.61,2.74,3.03,2.52,3.48
Eswatini,3.55,3.14,2.69,3.05,3.53,3.53,3.63
Brunei Darussalam,3.06,3.1,3.31,3.35,5.0,6.14,7.32
Jordan,2.99,3.02,3.11,2.96,3.46,4.48,5.0
New Zealand,5.59,5.12,4.75,5.84,6.77,7.36,6.64
Timor-Leste,3.85,4.08,4.05,3.78,4.0,3.61,3.78
Lesotho,4.21,4.07,3.78,3.29,3.59,3.94,3.77
Mauritius,3.76,4.16,3.89,4.68,6.5,7.42,6.67
Hong Kong,5.24,5.41,4.69,4.74,7.83,9.13,8.29
Belgium,5.64,6.52,5.84,5.95,6.9,7.23,6.51
Uganda,3.78,3.65,3.0,2.49,2.83,2.81,2.95
Zambia,3.46,3.25,2.93,2.69,2.7,2.94,3.44
Montenegro,3.95,5.32,6.06,5.28,6.76,6.78,6.49
