Country,1980-1987,1988-1995,1996-2002,2003-2009,2010-2016,2017-2023
Ecuador,9089619989.95,8482090644.73,8781977732.57,11657133571.59,19965086848.96,19030370334.13
Japan,807506293248.73,1193318085578.84,1208238188206.86,1110706732744.38,1051736217420.78,1127071183913.49
Brunei Darussalam,,2528340044.45,3023178956.46,2606612155.12,4562551857.55,4635065664.22
Bulgaria,5666944688.77,4594280761.02,3789560844.76,10659472916.46,10095005105.51,10917396755.16
French Polynesia,,,,,1061130342.21,
Costa Rica,1875641923.65,3194724175.39,5332888037.45,7465618832.86,9875148306.29,11177247722.6
Bangladesh,5393377820.46,8647695849.83,15738384291.79,27425666416.89,48915785256.49,85080535317.89
Gabon,2461362126.42,1693913962.1,2062285177.94,2078349030.27,4184739012.19,6964574544.45
Haiti,,,1415832369.48,1815765414.21,2321198012.88,1842178876.23
Timor-Leste,,,233556966.67,193873271.43,622922385.71,443044633.33
Trinidad and Tobago,,,,,6793103549.92,
Tajikistan,,,,,3202421761.59,
Luxembourg,2791394356.81,4720240216.98,6492936957.72,8435500815.46,10295999869.25,11610738566.74
Albania,,,1335021562.72,2835883325.98,2864826431.84,3319401041.69
Bahrain,,,2444733037.11,5377356547.77,7303469667.56,9451513308.27
Germany,407448519825.57,526411926003.79,585864972494.9,587545428038.89,653400140877.0,734321354041.85
Vanuatu,,,70312674.29,140833454.37,180253822.11,339822974.12
Romania,,12611902140.09,16521587093.87,35159041515.7,40945815790.03,52972310395.03
New Caledonia,,,,,3069968123.88,
United Arab Emirates,,,35740926118.76,59770947791.88,79478577216.73,78575684506.49
France,292922930963.93,366064441532.37,419791974305.77,509917717030.86,522458530296.97,602796124465.16
Portugal,21026715943.46,29710829512.63,44049665379.59,43802790519.33,32523546507.98,40055096422.09
Russian Federation,,297156383051.64,114444919049.76,223919155987.02,297945115629.04,312879343355.15
Belgium,46286606762.68,64544656027.45,75733970948.04,91237321370.22,101173960316.81,118676478615.87
United States,1394658664750.0,1776161848750.0,2639901454285.71,3218164601571.43,3427231732857.14,4366476328833.33
Nepal,,,3131436987.83,3678414638.5,5577166505.18,10280422181.27
Philippines,,,25897650255.72,32782020082.18,57884202835.48,94067357323.62
Slovenia,,4683354137.33,7884622910.21,10987674801.82,8232278630.37,9964189261.18
Czechia,,24978136016.4,34049285315.02,43960903936.76,46493901403.24,56465110741.69
