Country,1980-1987,1988-1995,1996-2002,2003-2009,2010-2016,2017-2023
Cuba,,,17963368063.51,28220236997.79,38029300000.0,41053174960.03
Uzbekistan,15576366418000.0,13852859046000.0,15043223898285.72,23091481742428.57,40109362956428.57,61586931941414.29
"Korea, Republic of",131863325000000.0,281951412500000.0,473042471428571.44,664075757142857.1,865195200000000.0,1057798776043242.9
Israel,,345824188000.0,416918969142.86,558342604142.86,749196604000.0,945351988600.0
kos,,,,1634744000.0,1961790700.0,2608234419.23
Slovenia,,13015512000.0,14869123428.57,19249284571.43,21370443142.86,25407934142.86
"Palestine, State of",,3018848150.0,3721847471.43,5133787157.14,7871371428.57,9109533333.33
Bulgaria,39262362329.79,44204717359.5,31098901871.43,41126483871.43,51267125142.86,62026946347.55
Slovakia,,24542652000.0,28515005285.71,35944266571.43,44830012142.86,52426348857.14
"Moldova, Republic of",,35844007500.0,39590672942.86,56003087871.43,74401328171.43,90044534628.57
Switzerland,,310025327666.67,343292277857.14,397984086857.14,460357734857.14,510127596142.86
Albania,,,321791181928.57,450983166842.86,595156347371.43,759191471958.28
Grenada,505369730.25,691381843.25,918693814.29,1232736557.14,1369600000.0,1522220000.0
Belgium,,195509000000.0,213253571428.57,250384314285.71,280327071428.57,313053285714.29
Liberia,,,332157933.33,521782400.0,1473066128.57,1458560400.0
Malaysia,51550905633.25,117157107234.38,215564370442.86,341367712228.57,546974730557.14,775814964142.86
Dominican Republic,295511297157.5,374460529630.0,536626079557.14,744947643300.0,1059643977785.71,1408894526342.86
Poland,,,582695315114.29,777266887442.86,936832224614.29,1268440501241.89
Maldives,,15981226100.0,20349549200.0,28896073414.29,42280522028.57,60096478271.43
Ecuador,19491819907.85,23557595420.29,27778298786.18,35480463285.71,51891699571.43,63811427714.29
Turks and Caicos Islands,,,,,652565260.0,
Chad,,,,1404531750000.0,2113469267214.29,1934490152757.14
Philippines,2049583648212.5,2656361038000.0,3563196523528.57,5086505720685.71,7763943214485.71,11440799680971.43
South Sudan,,,,9634103200.0,8997744150.0,
