Country,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021,2022-2022
Italy,4.62,5.54,6.84,9.58,10.61,9.43,8.57,7.73,6.31
Congo,,37.23,,,,,,,
Kyrgyzstan,10.1,,7.55,7.07,6.34,5.7,5.44,,
Türkiye,9.05,10.97,9.3,7.44,8.59,9.51,10.74,11.74,9.4
Hong Kong,4.73,4.96,4.61,3.83,3.6,3.71,3.46,7.04,5.51
Belize,,,,8.85,5.73,6.7,5.46,,
Benin,,,4.77,,,,2.26,,4.13
Finland,7.49,7.85,9.47,8.96,10.09,9.88,7.59,8.58,7.4
Tajikistan,3.75,9.2,,,,,,,
India,,,4.96,5.01,,,10.66,10.66,7.89
Guinea,,,,,,,22.34,,
Lesotho,,,,,,,9.54,,
South Africa,22.01,18.95,21.32,21.36,21.85,23.03,24.79,27.49,29.67
Myanmar,,,,,2.0,2.28,0.72,0.25,
Trinidad and Tobago,,,3.2,2.32,2.0,3.1,2.47,2.98,4.38
Nicaragua,,,,7.69,6.41,,,,
Botswana,,8.41,20.55,,,,20.87,24.64,24.84
United Kingdom,4.33,6.32,7.75,8.05,5.95,4.66,3.89,4.92,4.39
Marshall Islands,,,,,,,5.01,8.41,
Sierra Leone,,,,,10.87,,5.23,,
Tonga,,,,,,,1.49,2.01,
