Country,1950-1971,1972-1993,1994-2015,2016-2037,2038-2058,2059-2079,2080-2100
Saint Vincent and the Grenadines,9.76,12.11,9.94,7.36,5.93,5.39,5.0
"Saint Helena, Ascension and Tristan da Cunha",9.57,10.04,6.58,4.84,4.41,5.12,4.77
Timor-Leste,10.8,10.43,10.32,10.74,8.56,6.85,5.85
Azerbaijan,9.45,11.21,9.56,7.35,5.5,4.93,4.83
France,7.29,7.74,6.37,5.98,5.42,5.24,5.08
Sierra Leone,9.57,9.82,10.45,10.68,9.17,7.74,6.79
Belize,9.27,11.56,10.91,8.99,6.73,5.6,5.03
Luxembourg,6.81,7.02,5.72,5.23,4.7,4.56,4.51
Bosnia and Herzegovina,10.23,9.82,7.63,5.3,4.41,4.31,4.23
Morocco,9.7,11.01,10.43,8.2,6.72,5.9,5.25
Belgium,6.86,7.45,5.94,5.58,4.94,4.8,4.67
Peru,9.9,10.74,10.02,8.19,6.71,5.69,5.14
Sweden,7.05,6.71,6.08,5.72,5.07,4.92,4.73
"Micronesia, Federated States of",9.87,11.21,11.63,9.72,8.2,6.69,5.85
gbg,6.67,7.46,5.99,5.53,4.77,4.36,4.34
