Country,1960-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Equatorial Guinea,15.66,16.37,17.09,17.51,18.42,16.97,15.73,15.77,13.65
Qatar,16.45,14.27,10.08,8.55,8.04,6.69,4.82,3.71,3.67
Madagascar,18.59,18.98,19.13,18.14,18.26,18.17,16.86,15.8,14.64
Kazakhstan,15.9,12.33,12.02,12.34,11.64,8.84,9.12,11.29,11.25
Angola,19.0,19.17,18.93,19.67,19.92,19.23,19.16,18.92,17.85
Bahrain,17.06,14.82,12.54,11.57,11.01,9.24,7.04,6.14,5.55
Indonesia,17.39,16.8,15.44,13.94,11.9,10.84,9.99,9.63,8.53
Somalia,18.25,18.03,18.24,19.32,19.18,20.31,20.06,19.61,19.13
Gabon,13.44,14.77,16.03,16.9,16.57,15.22,14.45,14.17,13.16
Fiji,18.65,15.9,14.95,15.25,13.87,12.26,11.5,11.01,10.1
Bangladesh,17.88,17.81,17.9,17.05,14.76,13.13,12.12,10.11,9.02
Tonga,19.01,17.55,15.48,15.09,14.57,14.19,13.95,13.47,12.28
Sierra Leone,16.99,17.42,17.56,17.68,17.75,17.88,17.35,16.05,14.43
Romania,8.83,9.08,9.49,8.02,7.03,5.47,5.36,5.46,5.61
Antigua and Barbuda,16.35,14.49,11.8,11.01,10.32,10.13,8.65,7.52,6.16
Samoa,20.42,18.55,16.48,14.96,14.74,15.22,14.17,14.49,13.78
Brunei Darussalam,17.84,15.64,14.31,13.89,12.91,10.87,9.12,8.24,7.42
Guinea-Bissau,16.79,15.72,18.99,19.63,18.65,18.05,17.83,16.94,15.08
Zimbabwe,19.76,19.95,20.83,19.2,16.48,15.93,16.8,17.13,15.65
Tajikistan,19.59,17.72,16.93,17.51,18.38,15.4,13.78,14.31,13.57
Lithuania,10.96,9.27,8.25,8.32,8.01,5.99,5.0,5.62,5.59
Mauritius,16.71,13.29,11.68,10.77,9.67,8.72,7.71,6.06,5.28
Suriname,19.31,17.07,14.01,14.0,14.05,11.89,10.74,9.78,9.13
Mongolia,18.29,17.49,16.94,16.08,14.71,10.95,9.83,11.85,12.04
Honduras,19.5,19.23,19.15,18.31,17.11,16.1,14.19,11.89,10.54
French Polynesia,17.76,16.67,13.98,13.41,13.06,10.3,8.83,8.21,6.9
Costa Rica,18.36,15.15,13.64,13.96,12.71,10.44,8.66,7.8,6.7
Hong Kong,15.29,10.16,8.41,7.51,6.37,5.17,3.89,4.47,4.64
Mozambique,18.2,17.92,18.42,18.14,18.08,18.03,18.2,18.06,16.93
"Venezuela, Bolivarian Republic of",18.7,16.91,15.71,14.69,13.58,12.07,11.02,10.09,9.02
