Country,1985-1989,1990-1994,1995-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019,2020-2023
Central African Republic,,7.67,5.19,5.0,4.62,3.38,2.88,2.45,
Belize,9.86,8.28,8.9,6.82,7.9,7.76,3.37,2.09,2.18
Uzbekistan,,,,,,,15.41,14.96,17.09
Argentina,,,,,,9.92,17.12,30.62,52.67
Uruguay,114.84,97.77,37.1,33.69,3.31,4.09,4.9,5.21,5.73
Seychelles,9.87,9.36,8.2,4.65,3.2,4.67,3.06,3.49,2.46
Azerbaijan,,,12.77,9.89,9.96,11.73,9.57,9.03,8.76
Maldives,,,4.14,4.38,3.94,4.03,3.95,3.62,3.78
Senegal,,,,,7.75,8.4,7.48,6.71,
Gambia,13.91,12.69,12.5,13.53,16.22,13.69,13.82,10.96,5.84
Sao Tome and Principe,,,,13.16,11.81,12.04,10.33,3.87,2.6
Solomon Islands,,,,,,2.64,0.43,0.3,0.47
Hungary,,22.18,18.22,8.14,7.54,6.65,3.23,0.22,5.74
Lesotho,10.67,10.62,11.22,5.02,4.86,4.72,2.69,1.34,1.92
Netherlands,,4.88,3.39,2.81,2.88,2.98,2.59,,
