Country,1977-1986,1987-1996,1997-2005,2006-2014,2015-2023
Eritrea,,459995247.02,607703296.91,,
Germany,183643464053.77,423123252207.92,663590618330.65,1338756192411.52,1619955140363.02
Lao People's Democratic Republic,225000000.0,373310000.0,616780011.51,2712236296.68,6891233475.72
Bhutan,,,,911157285.29,1300517478.31
Comoros,55840019.6,93422526.31,119864056.07,261785682.32,348642457.84
South Sudan,,,,5254239193.49,3679101412.5
Azerbaijan,,1534273000.0,3496555111.11,13412279000.0,18456901183.6
Ethiopia,875526570.33,1209406803.7,2454655972.59,11008402801.57,20387973295.68
Samoa,59369140.7,104499749.26,171909572.2,360112693.51,437594174.88
"Venezuela, Bolivarian Republic of",13291000000.0,13647600000.0,20631444444.44,63198777777.78,36456000000.0
Argentina,7592500000.0,16538782106.62,29395365249.56,69395811515.02,78846267521.86
Pakistan,5987561971.05,11262159470.55,15556183455.55,43571270000.0,61604109777.78
"Congo, The Democratic Republic of the",,,3859600000.0,9886094796.27,15926162987.55
Aruba,261005586.59,1325178770.95,2454038004.06,4174635592.9,2089158427.02
Switzerland,43849870617.57,90140582616.34,138740677902.3,340016180094.59,441197581827.11
Rwanda,,,,2260607886.15,3815416570.46
El Salvador,1152199171.01,2012570299.7,4642155255.44,9447298432.95,13213104749.48
French Polynesia,,,2047492279.29,2357619010.52,1897140881.34
Slovenia,,8038600000.0,13833544444.44,32479785538.28,41314732843.57
Niger,605257868.07,576168050.3,614570348.87,2411529396.46,3367636978.01
Namibia,,1868712549.14,1986427928.07,5551838011.67,6523698558.18
Kazakhstan,,6828350000.0,12410319136.49,49175251013.41,50031692544.91
