Country,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2022
Liberia,39.61,41.96,45.71,34.94,46.28,40.42
Honduras,53.05,56.2,47.9,55.04,59.19,60.68
Guatemala,62.15,61.62,61.26,63.83,64.44,61.5
Algeria,,53.9,59.8,52.95,50.75,52.73
Togo,30.05,29.36,28.39,40.03,41.01,40.87
El Salvador,53.96,61.07,60.39,61.66,60.53,62.76
Colombia,61.1,63.81,64.77,62.6,60.14,54.6
Thailand,57.68,61.19,65.05,60.72,59.73,57.4
Croatia,58.21,54.71,57.65,53.22,58.9,62.06
Zimbabwe,34.27,45.28,46.1,36.92,31.57,31.8
Russian Federation,52.69,53.11,57.32,58.1,54.83,55.54
Guinea,,40.45,36.55,39.94,49.97,50.08
Albania,46.34,55.4,49.58,45.86,51.21,52.66
Peru,50.51,56.75,58.25,56.63,55.58,56.1
Greece,66.47,57.5,48.57,53.58,57.16,60.18
Cyprus,62.38,66.37,57.49,57.65,62.24,62.0
Lao People's Democratic Republic,51.61,47.04,48.76,46.23,51.13,50.19
Cuba,54.18,,,,,
Montenegro,51.96,51.6,51.92,53.48,55.86,57.22
"Iran, Islamic Republic of",52.32,47.68,48.1,47.07,47.16,48.32
Belgium,71.68,69.82,69.65,69.27,68.34,68.7
