Country,1971-1974,1976-1984,1993-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017
Malta,12.98,12.99,11.79,10.54,11.05,10.93,8.31,8.16,7.37
Finland,15.31,13.71,12.22,12.9,10.88,9.9,9.77,11.58,13.41
Estonia,,,10.41,9.92,,9.67,8.99,8.24,8.98
Panama,20.25,24.58,17.69,16.14,15.7,15.54,14.89,14.55,13.8
Suriname,16.23,17.67,12.07,15.24,13.9,14.04,13.53,12.52,11.98
Marshall Islands,,,21.58,16.67,14.94,,,,
Bulgaria,,,12.5,12.03,12.17,11.59,12.12,12.86,12.64
Angola,16.25,,18.27,18.9,,,27.42,,26.77
France,15.57,14.09,12.32,11.62,11.43,12.16,12.62,12.89,
Uruguay,,,14.95,14.35,14.71,13.94,12.54,,
Italy,12.07,10.75,9.05,10.28,10.64,10.36,,11.38,10.44
Eswatini,19.15,,,16.79,17.23,19.18,17.67,16.15,15.67
Bahrain,,23.04,16.78,,,,10.39,9.82,9.93
Saudi Arabia,,,,,11.13,,11.35,,10.63
Liechtenstein,,,,,9.58,9.16,9.97,9.7,9.71
Sao Tome and Principe,15.6,19.72,,,21.7,,19.77,24.45,22.79
Japan,,,,,,,,11.44,11.24
Uganda,28.29,25.26,16.19,,18.48,18.47,,,
