Country,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Togo,26.65,27.2,27.4,27.7,27.6,27.1,26.55,25.8,24.75,24.0
New Zealand,15.85,14.9,13.8,13.05,12.15,11.85,11.2,10.85,10.85,10.35
Chile,14.5,14.3,13.8,13.45,13.0,12.8,12.4,11.75,10.85,10.15
Slovenia,18.5,17.65,16.4,15.35,14.2,13.4,13.05,12.6,12.2,11.75
Türkiye,20.7,19.6,18.45,17.7,17.7,17.6,16.7,16.5,16.0,15.7
Mauritania,18.5,17.8,17.45,17.1,16.6,16.2,16.35,16.0,15.9,16.05
Sierra Leone,23.25,24.15,24.3,25.35,25.65,25.6,24.85,23.5,23.7,23.6
Thailand,19.25,17.65,17.1,16.05,15.1,14.75,14.1,13.85,13.9,13.75
"Moldova, Republic of",32.0,31.95,31.85,30.65,29.4,28.45,25.7,26.1,25.15,24.3
Sudan,26.0,25.5,24.7,24.2,24.1,23.95,23.8,23.4,23.15,22.9
Nigeria,21.9,21.5,20.95,20.15,19.4,18.75,18.4,17.9,17.45,17.0
Solomon Islands,34.65,35.45,34.4,36.65,40.65,40.5,40.3,40.15,39.4,39.45
Afghanistan,41.9,41.8,41.15,40.3,38.9,37.45,36.4,35.65,35.55,35.35
Guyana,35.1,34.8,34.45,33.75,33.95,33.15,32.2,31.1,30.1,29.3
Belarus,33.85,35.05,33.9,31.75,30.8,30.75,26.95,25.2,24.4,24.05
Morocco,25.65,25.1,25.05,24.95,24.7,24.35,24.45,24.45,24.25,24.15
Singapore,16.3,14.75,13.3,12.5,11.9,11.0,10.5,9.85,9.6,9.4
Malawi,30.9,29.1,28.0,27.85,27.65,27.0,25.0,24.15,23.55,22.75
Trinidad and Tobago,28.25,26.5,25.8,23.3,22.65,21.55,20.2,19.55,18.5,17.35
Chad,24.65,24.8,24.5,24.45,24.55,24.7,24.45,23.8,23.4,22.95
Norway,14.15,13.5,12.5,12.0,11.5,11.05,10.6,9.7,9.35,8.8
Greece,14.75,14.2,13.85,13.7,13.55,13.5,13.7,13.05,12.5,12.55
Bahamas,20.25,19.5,20.7,20.15,20.25,20.55,19.45,19.1,19.35,19.85
Zambia,32.55,31.05,30.65,29.35,27.7,28.2,27.4,26.75,26.3,25.1
Burundi,35.95,33.5,31.95,30.25,28.6,27.7,27.0,26.05,25.35,25.05
Pakistan,33.55,33.7,33.4,32.9,32.2,31.65,31.2,30.8,30.25,29.6
Angola,28.5,28.15,27.6,26.5,25.0,24.2,24.1,22.8,22.35,22.15
Central African Republic,41.35,40.6,39.65,39.55,39.3,39.25,38.55,38.15,37.25,36.25
Tonga,27.4,27.35,26.65,25.9,26.0,26.25,26.1,26.15,25.75,25.05
Paraguay,16.4,16.4,17.3,17.4,17.1,16.9,16.15,15.9,16.4,16.1
