Country,1990-1994,1995-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019
Equatorial Guinea,8.29,9.0,10.6,12.71,14.62,16.31,17.15
Bangladesh,4.75,4.77,4.77,4.99,4.93,4.36,4.84
Djibouti,9.8,10.12,10.24,10.99,11.32,11.54,11.98
Brunei Darussalam,37.7,29.83,30.8,36.57,39.51,43.2,43.57
Sweden,21.45,21.45,21.54,21.58,20.34,18.54,18.03
United States,23.81,22.36,20.99,18.86,17.8,17.14,17.34
Belarus,24.64,27.79,25.97,23.84,24.12,23.3,23.8
Guatemala,5.29,6.26,7.99,8.81,9.09,9.53,9.51
Guinea-Bissau,11.17,11.13,10.77,10.88,10.88,10.82,10.71
Chile,12.82,13.02,13.26,14.05,14.86,15.99,16.02
Saint Kitts and Nevis,20.4,20.36,19.8,20.03,19.22,20.4,21.71
Kenya,4.93,5.4,6.18,7.2,7.96,8.0,8.09
Maldives,8.09,8.14,7.68,7.22,7.15,7.23,7.55
American Samoa,18.35,18.21,17.73,18.12,18.71,19.22,19.62
South Africa,12.08,14.98,15.09,15.0,15.44,15.32,14.74
Solomon Islands,9.05,9.66,9.95,9.97,9.95,10.56,10.82
Hong Kong,16.09,16.67,17.09,,,,
Somalia,6.29,6.1,5.99,6.04,6.12,6.04,5.92
"Venezuela, Bolivarian Republic of",9.07,10.05,11.05,11.48,11.99,10.95,11.4
Rwanda,10.64,10.81,9.58,9.06,8.98,9.28,9.78
Russian Federation,24.42,24.93,26.71,26.47,25.45,24.7,23.63
Myanmar,9.54,10.06,11.03,12.25,13.15,13.94,14.79
United Arab Emirates,20.59,22.79,25.13,24.0,20.77,19.44,18.61
Lao People's Democratic Republic,11.15,11.64,12.1,12.48,12.92,13.39,14.34
Estonia,26.57,25.23,25.58,27.98,28.18,26.93,24.87
Timor-Leste,6.76,6.97,7.37,8.42,10.23,12.06,12.58
Chad,6.19,6.73,6.86,7.13,7.54,7.76,7.75
Monaco,28.89,29.7,31.99,32.4,32.22,32.01,31.56
