Country,1986-1989,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2017,2018-2020,2021-2023
Myanmar,,,20.31,19.35,18.46,20.64,18.26,16.0,15.61,
Namibia,,20.53,18.73,17.25,12.63,12.23,8.85,9.47,9.3,8.8
Dominican Republic,,31.16,26.03,25.44,28.55,18.35,14.19,14.44,12.0,11.96
Chile,29.06,31.44,17.88,14.88,6.44,9.3,8.28,5.94,4.18,
Fiji,,12.17,11.21,8.79,7.4,8.05,7.02,5.79,5.96,5.45
"Venezuela, Bolivarian Republic of",11.99,43.48,39.37,31.53,24.27,18.71,16.94,19.61,,
Kenya,15.06,22.2,32.27,23.47,15.11,13.95,16.61,15.71,12.5,12.67
Guyana,16.0,28.59,18.1,17.05,15.1,14.57,14.09,12.92,10.98,8.56
Iraq,,,,,14.17,17.13,13.98,12.42,,
Viet Nam,,32.18,17.26,11.77,9.82,12.05,13.48,7.45,7.58,8.38
Bulgaria,,75.45,171.49,12.51,8.82,10.27,10.13,6.89,4.62,4.1
Angola,,,153.96,81.11,85.88,16.36,18.44,16.21,19.88,18.81
Canada,11.05,9.35,6.64,6.53,4.33,4.76,2.9,2.79,,
Ukraine,,129.98,125.5,45.81,19.2,16.86,16.71,18.79,17.71,18.0
Honduras,15.61,20.67,28.36,27.86,20.55,17.86,18.99,19.97,17.38,14.99
Samoa,,,,11.57,11.35,12.28,10.19,9.34,8.86,8.38
South Africa,15.5,19.09,18.25,17.02,13.16,12.79,9.02,9.84,9.31,9.11
San Marino,,,,8.1,7.44,6.98,6.1,3.92,3.96,4.32
Singapore,6.27,6.57,6.21,6.18,5.31,5.35,5.38,5.33,5.28,5.25
