Country,1995-1997,1998-2000,2001-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020
nld_curacao,,,,,,23000000.0,52500000.0,66500000.0,75500000.0,71000000.0,72500000.0,47500000.0
Bahrain,194333333.33,189666666.67,171500000.0,130500000.0,172000000.0,196500000.0,183500000.0,171000000.0,154500000.0,740500000.0,870500000.0,917000000.0
Seychelles,4000000.0,10000000.0,19000000.0,18500000.0,20000000.0,27500000.0,23000000.0,24000000.0,26500000.0,31500000.0,37500000.0,27500000.0
Samoa,5233333.27,4100000.1,,6500000.0,9599999.9,10150000.1,9800000.19,10800000.19,7049999.95,950000.02,1550000.04,1149999.98
Latvia,41666666.67,45666666.67,34500000.0,44000000.0,77500000.0,94000000.0,,,,,,
Guinea,11333333.33,5333333.33,7500000.0,7000000.0,11000000.0,44000000.0,11750000.0,17199999.81,10550000.19,6000000.0,246700000.76,743750015.26
Morocco,51666666.67,93333333.33,212500000.0,317500000.0,403500000.0,679000000.0,641500000.0,869500000.0,750500000.0,802500000.0,1023500000.0,661000000.0
North Macedonia,5000000.0,13666666.67,18500000.0,26500000.0,37000000.0,49500000.0,44500000.0,44000000.0,37000000.0,27000000.0,24500000.0,13000000.0
Macao,,,20000000.0,16500000.0,68000000.0,78000000.0,75500000.0,86000000.0,117500000.0,102500000.0,103000000.0,76500000.0
"Palestine, State of",,11333333.33,10000000.0,8500000.0,6000000.0,10500000.0,7000000.0,6000000.0,6000000.0,12000000.0,20500000.0,16500000.0
Romania,40333333.33,31333333.33,39000000.0,113000000.0,148500000.0,207500000.0,278500000.0,302500000.0,178000000.0,315500000.0,679500000.0,813000000.0
Canada,2543333333.33,2574000000.0,2604000000.0,3357500000.0,5085500000.0,6538000000.0,6641500000.0,7848000000.0,,,,
Greece,189333333.33,14500000.0,14500000.0,8000000.0,6500000.0,11500000.0,643000000.0,644500000.0,1290500000.0,1234000000.0,1239000000.0,871500000.0
Saint Lucia,,,,,,,,,21000000.0,28500000.0,30000000.0,20000000.0
Ghana,55000000.0,60666666.67,62500000.0,81000000.0,199500000.0,293000000.0,286000000.0,537000000.0,499000000.0,723500000.0,883500000.0,946500000.0
