Country,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Paraguay,275.0,275.0,142.0,121.0,121.0,121.0,121.0
Qatar,62.0,62.0,62.0,62.0,74.75,87.5,87.5
"Iran, Islamic Republic of",402.0,251.0,100.0,100.0,100.0,115.0,130.0
Fiji,135.0,141.0,141.0,141.0,141.0,141.0,141.0
Morocco,111.67,105.0,86.5,68.0,57.5,53.5,55.5
Grenada,146.0,146.0,146.0,146.0,146.0,146.0,146.0
New Zealand,93.0,93.0,93.0,93.0,93.0,93.0,93.0
Lesotho,423.0,303.0,183.0,183.0,183.0,183.0,183.0
Ireland,144.5,144.5,145.5,145.5,164.0,164.0,164.0
Papua New Guinea,217.0,217.0,217.0,217.0,217.0,217.0,217.0
Haiti,121.0,121.0,96.0,92.5,97.0,97.0,97.0
Nigeria,,,,104.79,104.79,104.79,104.79
Syrian Arab Republic,87.0,87.0,87.0,87.0,,,
Seychelles,138.0,138.0,138.0,138.0,138.0,138.0,125.5
Malta,,,167.0,167.0,176.0,176.0,179.0
Serbia,264.33,339.0,339.0,323.0,323.5,106.0,102.75
"Congo, The Democratic Republic of the",239.0,239.0,119.0,119.0,150.0,122.0,122.0
