Country,1980-1982,1983-1985,1986-1988,1989-1990,1991-1992,1993-1994,1995-1996,1997-1998,1999-2000,2001-2002,2003-2004,2005-2006
Switzerland,21.13,21.82,22.06,22.7,22.44,22.8,23.42,24.2,24.51,25.4,25.65,26.5
Austria,17.42,18.85,19.93,21.43,22.18,22.94,24.87,27.29,29.21,30.02,30.68,31.4
Malta,,,11.09,12.44,13.56,14.82,15.89,17.02,17.6,17.42,17.37,17.72
Chile,10.55,8.85,8.7,9.56,10.39,11.54,13.23,14.42,14.36,14.42,14.86,15.57
Canada,19.97,21.12,21.71,21.66,22.54,23.2,23.76,24.54,25.62,26.73,27.01,27.82
Australia,18.5,19.7,20.2,20.34,21.44,22.55,23.12,24.67,25.62,26.76,27.6,27.84
Bulgaria,,,,7.9,8.46,8.38,7.82,7.39,7.86,8.38,8.89,9.5
Peru,,,,4.16,4.1,,,5.86,,,,
deu_west,20.37,22.04,23.78,25.88,27.64,28.63,30.56,32.07,,,,
Belgium,22.3,23.41,24.54,26.08,27.53,28.98,29.58,30.57,31.6,31.97,33.17,33.74
Mexico,10.2,9.5,8.55,8.47,8.66,8.78,8.14,8.26,8.46,8.7,8.77,9.01
Latvia,,,,9.5,7.41,6.41,7.82,8.54,9.66,11.0,12.39,14.56
Spain,14.75,17.07,18.58,19.54,20.34,21.84,22.22,22.17,21.89,21.98,21.8,21.68
New Zealand,14.41,15.57,16.07,17.12,17.34,17.84,17.97,18.44,19.13,19.74,20.12,20.22
Greece,12.53,12.95,13.82,14.36,14.86,14.32,14.72,15.34,15.54,16.5,17.48,18.7
Sweden,19.3,19.97,20.82,21.15,21.74,22.76,23.67,24.94,26.09,27.1,28.88,30.41
France,20.64,22.79,24.5,26.09,27.12,28.02,29.19,30.28,31.76,33.16,34.18,35.03
Colombia,6.06,6.58,7.32,7.51,7.02,7.12,7.79,8.14,7.57,7.43,7.46,7.66
Norway,20.11,22.06,23.3,24.89,26.82,28.36,30.33,31.7,32.75,34.93,36.8,37.84
"Venezuela, Bolivarian Republic of",15.97,15.34,14.48,13.85,14.8,14.11,13.48,13.54,12.22,11.84,11.24,13.54
Brazil,7.17,6.64,7.18,6.96,6.77,7.22,7.82,8.24,8.1,8.2,8.07,7.99
