Country,1990-1995,1996-2001,2002-2006,2007-2011,2012-2016
Madagascar,,,,1040044500000.0,998661582543.21
Malta,372154391.0,338390092.15,429872092.77,196133092.04,263331687.89
Myanmar,,,482590333333.33,,4248819498200.0
Iraq,,,,,25935730302111.1
China,,,,,31405000000.0
Chile,443856666666.67,965561666666.67,1116842000000.0,2218681523100.0,3082853776762.66
Nepal,,,,47701101500.0,76544720778.22
Lebanon,,1164650000000.0,938958727000.0,943591871450.0,1357763618200.0
Canada,6323666666.67,5207666666.67,6455400000.0,7919200000.0,7566800000.0
Cyprus,301856810.43,532941266.26,701688439.94,685201530.63,292600000.0
United Kingdom,8636666666.67,10956666666.67,19600000000.0,28767200000.0,30512200000.0
Gambia,160490000.0,286400000.0,1094000000.0,1269066666.67,
Uzbekistan,,,,1592921800000.0,3777727571339.98
Latvia,50240180.76,96669910.81,423952908.63,703784269.87,882394237.94
Hungary,77077500000.0,199058166666.67,533258400000.0,522812400000.0,969155845600.0
Vanuatu,-7500000.0,170500000.0,,3650433333.33,1313892600.0
Ireland,212462565.38,751160000.0,1637432000.0,2834072000.0,3163936000.0
Peru,1271285000.0,2345133333.33,2700500365.5,6522721074.38,9078777499.9
United Arab Emirates,,748000000.0,,5463614725.12,6151014847.04
Lesotho,,,567058895.52,1835573103.18,3368687160.23
Belgium,803200000.0,862650000.0,526320000.0,1316400000.0,1174700000.0
Fiji,68156666.67,69510000.0,130934276.5,216450000.0,249722146.84
Argentina,512916666.67,528083333.33,914339495.75,,35283383333.33
Eswatini,,674513855.64,991341533.94,1870455118.45,1459483473.0
Ghana,,487393100.0,688661017.0,2105787090.4,9328267099.75
Spain,5683600954.01,6928666666.67,11119800000.0,15299600000.0,7833000000.0
Ukraine,,1737466666.67,3896664717.0,6321943600.0,7373701922.2
