Country,1995-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021,2022-2023
Austria,,,,-611323834.62,-118126512.19,-95230079.21,-614284456.46,-1222408342.51,-379925750.74,-1368615167.11,-243774136.48,589107282.79
Ireland,,,,397879287.68,-473013942.41,-550188029.48,-576635815.62,-5225377161.76,-16957653241.91,-49370942251.6,-5642962038.63,-6969459918.99
Kuwait,-164557797.3,999505853.39,2011682943.64,600702503.41,1407735810.59,2752944297.04,4351872883.43,1851335719.09,-546970095.35,420637916.2,1257971846.45,209812503.32
Andorra,,,,,,,,,,284125.01,317923.24,-526524.32
New Caledonia,,,-481501.53,6237861.94,3619633.84,4109805.25,7579404.36,6901050.92,-12207211.53,,,
Morocco,78133283.79,,,,,,,1197595.56,,,318558.57,2196049.7
Nicaragua,2168676200.0,365100000.0,785900000.0,1326100000.0,1289066666.67,257800000.0,233700000.0,336750000.0,191350000.0,113800000.0,98750000.0,61250000.0
South Africa,-134576267.78,,14288947.45,37694921.92,26398985.41,32044892.13,27188622.35,20449696.96,17448121.21,17426977.69,14755218.67,-944209462.98
Jordan,,33779971.79,61307030.32,24447578.75,99104934.19,281690.14,33450704.23,97394366.2,58450704.23,29577464.79,19718309.86,49577464.79
Bulgaria,65900000.0,11275192.35,-150110.99,240738153.83,73938866.94,541215000.0,661475000.0,1403905000.0,896220000.0,850185000.0,802695000.0,1205575000.0
"Tanzania, United Republic of",247503443.73,397047563.9,827343696.45,2023575673.35,634993308.25,614431709.73,744998744.22,464006021.7,411477774.52,472634244.53,367261002.65,407251898.67
Norway,-160296651.92,-126828887.98,132302981.69,-189026792.55,-162632520.23,-230876761.69,-233692967.98,-159163370.29,-94789143.13,-156342496.35,-116926422.92,-346298264.11
Cabo Verde,13337404.69,13000431.14,19378297.88,20589136.72,32661803.95,24612950.32,9713603.67,13541543.15,14375246.89,15154276.01,26002509.33,20424528.5
Aruba,13202979.52,6358379.86,40857066.9,17260149.15,68882681.56,1759776.54,0.0,,5749842.59,712855.94,14279520.48,-8748902.6
Panama,27900000.0,18533333.33,1600000.0,13366666.67,43533333.33,32300000.0,21450000.0,25550000.0,24611850.0,22384406.48,7704078.5,9015154.53
France,1033279955.12,1396120427.43,-2210837824.6,1606119032.11,2976492443.77,1630866935.53,1631947050.88,723244741.97,766294772.06,2373687374.03,6818385030.3,9575297236.34
