Country,2009-2010,2011-2012,2013-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Benin,,72.25,,,,,,61.7,,,63.4
Seychelles,,,32.53,25.01,24.56,22.04,20.06,14.15,19.21,,
"Korea, Republic of",46.95,45.42,44.37,43.41,42.44,42.05,41.22,42.03,41.81,40.68,40.26
Italy,26.63,27.23,28.06,27.77,28.47,28.82,28.96,28.84,27.0,26.82,27.36
Somalia,,,,,,,,24.67,,,
South Africa,41.12,41.53,41.78,43.26,43.61,44.46,44.13,44.43,40.92,41.69,42.98
Malawi,,67.35,68.41,,,64.37,,,64.56,,
New Caledonia,,,42.84,,,,,,,,35.39
Indonesia,48.06,46.78,45.22,44.93,44.91,46.14,47.59,48.01,47.78,47.22,48.08
Ecuador,42.42,40.28,41.24,45.65,49.18,50.35,48.89,48.33,,47.66,47.77
Bangladesh,39.45,,42.26,,34.86,38.22,,,,,23.18
Lesotho,,,,,,,,46.22,,,
Finland,25.95,25.09,23.82,21.15,20.58,21.62,21.72,21.3,20.67,22.31,25.53
Maldives,31.82,,51.18,,39.94,,,42.06,,,
Portugal,55.08,51.71,47.58,45.62,44.26,43.9,43.0,41.9,39.36,36.22,38.68
Monaco,,,,,15.49,,,,,,
Estonia,24.68,26.4,27.83,31.6,32.26,33.92,37.68,35.12,30.28,23.94,26.53
Romania,30.08,28.77,28.55,25.28,23.18,23.2,22.58,22.71,22.15,14.2,14.92
Montenegro,,10.99,12.09,16.62,17.18,17.27,17.87,17.94,16.64,14.44,
Brunei Darussalam,,,48.4,,,41.57,38.61,40.98,40.96,36.67,31.83
Togo,,84.75,,84.06,,44.65,,68.72,,,65.11
