Country,2006-2007,2008-2009,2010-2011,2012-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021
Brazil,32.63,32.64,33.11,34.8,36.5,35.23,34.32,35.32,34.96,36.24,36.81,39.74
French Polynesia,11.48,11.09,10.48,11.19,9.14,12.28,12.51,13.1,10.03,14.54,13.87,14.33
Albania,1.66,3.62,3.65,4.44,4.82,4.73,5.73,4.01,4.32,6.16,4.2,4.37
Japan,76.5,72.87,73.76,68.09,73.95,76.66,69.9,71.26,78.36,81.87,87.46,69.66
Timor-Leste,0.87,1.7,2.55,6.24,7.01,2.64,2.66,2.63,2.63,2.63,2.63,3.29
Germany,80.9,80.83,79.02,81.05,81.04,85.12,82.9,84.04,82.58,85.53,83.34,85.08
Cayman Islands,2.28,1.95,2.01,2.01,2.01,1.6,1.65,1.65,1.47,1.88,2.04,2.04
Saudi Arabia,43.35,43.4,50.8,49.65,53.78,50.98,52.73,56.75,57.83,64.61,70.0,69.45
Trinidad and Tobago,16.7,18.13,20.87,20.47,20.15,19.72,13.49,15.64,15.34,15.85,15.51,15.09
Singapore,84.69,89.1,94.38,97.92,98.1,99.92,97.99,107.82,109.47,105.63,113.77,110.68
Colombia,25.39,27.82,32.44,35.67,39.33,48.73,47.94,47.32,45.73,48.6,49.37,49.23
Belgium,74.96,78.73,78.9,79.25,82.25,86.39,83.54,84.37,85.39,89.54,87.75,86.96
"Micronesia, Federated States of",3.29,3.9,1.69,2.34,2.39,2.39,2.39,2.77,4.04,4.04,4.41,4.41
Grenada,5.89,5.92,5.16,7.59,7.11,6.96,6.26,5.96,5.78,6.21,6.21,5.61
United Kingdom,81.08,77.46,77.77,77.05,83.14,85.45,83.92,87.61,86.95,86.91,90.95,90.0
Congo,12.31,13.19,12.59,17.85,20.82,19.07,25.97,25.26,23.56,29.75,24.83,24.01
Dominican Republic,24.22,24.37,25.53,29.05,27.8,27.28,35.61,38.27,38.51,38.16,38.26,42.23
American Samoa,8.91,6.96,5.56,5.81,6.13,6.29,6.88,6.91,7.02,7.32,7.53,8.09
Finland,12.92,13.67,13.76,15.41,18.25,15.98,14.7,14.49,13.27,14.79,14.7,14.99
