Country,1960-1965,1966-1970,1971-1975,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2020
"Moldova, Republic of",,,,,,,24.95,46.77,49.87,48.68,50.04,52.9
Mali,54.3,45.1,58.27,54.53,56.15,52.9,40.37,32.98,43.16,35.31,29.95,29.97
Bahamas,90.73,92.71,46.45,48.99,47.57,71.46,87.07,91.18,92.18,93.79,93.08,89.72
Tunisia,84.85,82.78,83.14,84.46,84.61,78.54,80.33,83.09,79.93,72.06,65.8,63.01
Burundi,,51.59,48.34,48.89,44.55,47.09,45.04,49.2,44.35,51.61,43.71,41.52
Vanuatu,92.92,88.87,93.88,89.7,84.23,90.63,91.47,91.04,86.23,76.66,69.36,62.27
Japan,70.51,63.91,65.06,68.14,69.82,72.54,70.43,66.6,60.03,57.06,54.63,53.48
Bosnia and Herzegovina,,,,,,,86.76,87.37,62.55,70.24,64.75,65.99
Croatia,,,,,,,82.07,81.33,79.41,71.05,73.98,80.84
Somalia,54.31,77.89,53.97,72.23,83.74,78.08,43.49,23.12,40.23,33.5,32.38,22.4
Kenya,75.12,72.83,74.39,80.12,83.41,83.5,69.87,73.17,75.62,59.44,48.78,42.12
Slovenia,,,,,,,84.96,90.69,89.02,83.05,78.83,76.76
Greenland,93.96,95.66,95.78,98.12,98.59,98.4,98.22,95.19,87.45,93.52,91.19,95.57
Guam,,,,,,,,94.55,94.8,95.42,93.56,89.22
Sao Tome and Principe,,68.25,74.95,79.34,86.53,90.86,87.87,86.78,78.91,70.21,70.71,67.65
Azerbaijan,,,,,,,20.72,36.61,46.27,41.79,48.04,39.41
Liberia,,88.37,90.96,89.44,83.05,90.16,93.98,81.39,33.0,33.0,33.0,28.58
Kazakhstan,,,,,,,43.49,37.27,40.54,39.54,30.86,32.21
Slovakia,,,,,,,74.4,79.12,81.87,83.18,83.19,86.66
Germany,72.07,72.0,72.78,73.19,75.57,78.88,79.31,82.14,84.59,80.33,79.26,80.52
Mexico,97.76,96.13,92.12,91.55,87.83,92.52,94.3,94.07,86.64,78.85,74.71,70.77
