Country,1979-1983,1984-1988,1989-1993,1994-1997,1998-2001,2002-2005,2007-2010,2011-2014
Ireland,1.44,1.06,1.07,1.18,1.69,1.37,1.61,1.13
Brazil,23.4,28.77,,,,,,
Ukraine,8.99,6.5,13.9,20.89,17.45,14.92,,
"Venezuela, Bolivarian Republic of",23.31,16.95,25.09,29.31,,,,
Brunei Darussalam,,,,,,,,1.17
Jamaica,5.31,2.76,,,,,,
Belarus,7.28,6.19,11.39,16.08,15.45,,,
Cayman Islands,,,,12.17,,,,
Saint Lucia,2.12,11.13,,,,,,
Canada,2.98,2.68,2.61,2.13,2.11,2.29,,
Poland,1.64,2.17,3.82,3.99,2.82,2.01,1.45,1.22
Guadeloupe,,,,,,,,12.84
Sao Tome and Principe,,4.34,,,,,,
Trinidad and Tobago,5.05,12.74,13.11,17.07,,,,
Austria,1.55,1.5,1.57,1.0,0.89,0.77,0.53,0.46
Israel,2.68,2.48,2.61,2.15,4.45,6.99,3.37,2.92
Bulgaria,4.03,3.96,5.91,7.46,4.64,3.86,2.26,1.62
Tunisia,,,,,,,0.09,
Chile,5.34,5.96,5.68,5.37,,,,
Grenada,,,1.61,,,,,
Türkiye,,,,,,,2.03,2.3
