Country,1999-2002,2003-2006,2007-2009,2010-2012,2013-2015,2016-2018,2019-2021
Lithuania,,42.0,,,,,136.0
Georgia,,,,,,,
"Congo, The Democratic Republic of the",2497024.0,,,,,,
New Caledonia,,,,,,,
Niger,618940.25,596093.5,619946.67,537464.67,494489.67,554955.33,710669.0
Lao People's Democratic Republic,83890.5,57798.25,43008.0,20634.0,13589.33,19379.0,19941.0
Kenya,854571.0,417653.75,196785.0,649602.0,,,
United States,,104076.0,,,274280.5,50818.0,289683.33
Portugal,,,,,3088.0,3860.67,1213.0
United Arab Emirates,10234.0,13272.25,21252.5,25425.0,,,
Albania,,176.0,,,,,2273.5
Burundi,267242.67,193780.25,45444.0,29284.0,72472.67,145435.33,217547.33
Germany,40532.0,34000.75,26035.33,13469.67,15838.33,22230.0,22190.33
Tajikistan,,,2338.0,18714.33,30428.33,18426.5,
Timor-Leste,,,9279.0,6245.0,8857.67,8285.0,8233.5
Liechtenstein,,,,,27.0,,
Gambia,43612.0,50313.25,54692.5,64503.0,70143.33,66573.0,61610.67
Czechia,,,1390.0,2558.33,4853.67,7772.67,5130.33
Libya,,,,,,,
Pakistan,,,,,,,3233319.0
Togo,8571.0,13168.5,29586.5,,24411.5,35114.0,17174.0
