Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2016,2017-2019,2020-2022
"Congo, The Democratic Republic of the",0.6,0.52,0.4,0.3,0.3,0.3,0.23,0.2,0.2
Costa Rica,0.1,0.1,0.1,0.1,0.2,0.28,0.3,0.3,0.3
Niger,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Guinea-Bissau,0.18,0.65,1.4,1.3,0.9,0.68,0.6,0.6,0.6
Denmark,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nicaragua,0.1,0.12,0.25,0.27,0.2,0.2,0.2,0.2,0.2
Eritrea,0.45,0.48,0.32,0.22,0.2,0.2,0.13,0.1,0.1
Ethiopia,0.88,0.92,0.52,0.32,0.32,0.4,0.4,0.3,0.27
Iraq,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Viet Nam,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Peru,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tunisia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Congo,0.88,0.65,0.57,0.6,0.65,0.7,0.7,0.7,0.7
Algeria,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Afghanistan,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Burundi,1.52,0.9,0.5,0.45,0.55,0.6,0.53,0.43,0.33
Madagascar,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
